photo_filename,party,election_count,photo_url,gender,unit,monaCd,committees,region,rownum,unitCd,election_method,name
김현.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/1f184c9b9ef14a2b999ccf0c4fdd7870.jpg,,제22대,77,,,,100022,,김현
김현정.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/ae8a747324af42baac752128baa4b5bf.jpg,,제22대,78,,,,100022,,김현정
김형동.jpg,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/a8666f5ad131416fb853f840dc4d66e6.jpg,,제22대,79,,,,100022,,김형동
김희정.jpg,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/b30ba14b467a4303b40bdbceedfdc68c.jpg,,제22대,80,,,,100022,,김희정
나경원.png,국민의힘,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/563d61a4466c42c8be2c4979c00e5060.png,,제22대,81,,,,100022,,나경원
남인순.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/b265059dddd24f329d9361e3d0f62e4e.jpg,,제22대,82,,,,100022,,남인순
노종면.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/4abfcdd3a1e84d28901c894e8c1189fe.jpg,,제22대,83,,,,100022,,노종면
맹성규.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/250f36e411ab4b34bf0eb7fcadfbadf7.jpg,,제22대,84,,,,100022,,맹성규
모경종.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/776af614628b4030a71734c4634c639e.jpg,,제22대,85,,,,100022,,모경종
문금주.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/e1710b2722c74ea79c98bdc53e0425ad.jpg,,제22대,86,,,,100022,,문금주
문대림.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/5c44086f31074ae99db902a7fcb4712a.jpg,,제22대,87,,,,100022,,문대림
문정복.png,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/20e051935a914f069c35c6e00dc22d70.png,,제22대,88,,,,100022,,문정복
문진석.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/81cfd832d09349ba95e28a111b700bfc.jpg,,제22대,89,,,,100022,,문진석
민병덕.jpg,더불어민주당,,https://www.assembly.go.kr/static/portal/img/openassm/new/thumb/79413446d5564edd90faa2a1b279f9e8.jpg,,제22대,90,,,,100022,,민병덕
